ID,Comment
  TOP브탑이,댓글이 9.9천개여서 단다
  김세현,내인생이 노래였다면 viva la vida노래다
  always utd,전쟁할 때 이거 크게 틀어주면 스팀팩 효과 있겠는데ㅋㅋ
  강경묵,가사가 너무 지려
  현영 정,foriegn field가 far of field로 들리냐;; 연습 더해야겠따
  이상윤,비바 라 비다 처럼 웅장하면서 신나는 노래 또 없나요?ㅜㅜ요즘 이거만 듣고있습니다
  꿀고구마,태버 보고 온 사람 손
  Heesung Lee,3:03 1차 소름3:11 2차 소름3:24 3차 소름
  극한의 가능성 탐구자,2:11 어캐했냐 저거 할때 맞았으면 분위기 ㄹㅇ
  ;탈덕할비주얼이아니라서탈덕포기;,퀸콜드플레이비틀스등등음악 갓영국...
  Andy Park,내한 시바 왜 안갔지
  이재웅,저 무대 가운데 서서 저 많은 관중이랑 내 노래 부르면서 놀면 개쩔긴 하겠다......
  신성연,2021/7/28
  HJ Kim,코로나 땜시 사업 정리해야 되서사무실 비우고 있을때 이노래 들었는데 ㅋㅋㅋ가사랑 상황이랑 비슷 하데 ㅋㅋㅋ
  여권바,공부의 새로운 시작을 다짐했을때 듣는 음악속으로 나는 할 수 있다! 이러면서
  아스트라훠네카,팀K리그 VS 유벤투스 경기보러갔는데 이 노래와 내사랑 K리그 노래 밖에 안 나와 이 두 노래 다 외웠습니다 경기장에서요 4시간동안 들었습니다
  판다곰,내가 이걸 라이브로 들었지 ㅎ
  장예나,고양감을 느끼고 싶다면 이 노래를!
  간동,브베가 표절한곡
  맞지그건,볼 때마다 소름이 돋아
  이간,노래 자체는 좋은데 목소리가 너무 답답함 목막힌듯한 목소리 이노래엔 그래도 답답한 목소리가 잘어울리는거같긴함 그래도 갠적으론 콜드플레이별로
  서정훈,결국 100만회 찍어 버리네
  죠디뎁,이런거좋아
  ys cho,어떻게 그렇게 맛없는것들 먹고 이렇게 좋은노래들 만들어내는거냐 상상도할수없는 한국인 하나...
  김범기,문통령 퇴임식할때 이노래틀면 내용을 모르니 좋아하겄지
  지영,보는 내내 벅차서 눈물나올뻔
  니로,이 노래의 의미가 뭐임?..
  황우진,2:11 찍혔으면 레전드
  C SW,어렸을때 마인크래프트 패러디 영상봤는데 저 노래들을때마다꙼̈ 그 마인크래프트 왕 생각나서 울컥함ㅋㅋㅋㅋㅋ
  먼저달려가는,이 노래를 듣는다면 없는 자신감이 생기더라
  error_404,저 초록색 꼬리 어따쓰는걸까
  잔딩동,잔나비도 어서 이래 큰 공연장에서 멋지게 공연 하면 좋겠다
  김연민,예수님 이야기 같은데
  강지훈,요새 팝송에 미쳐산다
  사람이되고픈물고기,남자의 본능을깨우는 노래다..
  that’s my jelly,영국밴드가 브라질에서 부르는 프랑스전쟁에 대한 노래
  둥,썸네일 넘모 찰떡 마치 어린왕자가 망토휘날리며 포부 뱉는거 같음
  아스,개인적으로 프랑스의 샤를 10세의 인생 후반부를 표현한거 같은 음악같음...
  채린,2:08 누나는 똥을싸 냄비에 드립 어딨어 찾는데 안보여
  뭐든,ㄹㅇ챔피언이셨네 윌챔피언님
  TO FU,근대저거 마이크1개 가지고 들리나?
  Han Joseph,초월번역 미쳐버렸네
  성민,난 저 사람을 어렸을때부터 보면서 참...노래를  즐기면서 하는게 눈에 보이고 행복해 보임. 공연할때마다 웃고 있는데 뭔가 부러움...나도 저런 기분을 느끼면 어떨까 생각하게 됨..존경하는 분..
  한승주,정글의 법칙에서 아름다운 자연경관 나올때 틀어주던 노래가 이건가??
  *3*,태버 비바라비다 보고 온사람
  브이콘,1rm도전할때 성공확률 증가
  오한결,ㅎㅎ
  ENFPP,콜드플레이 내한 와줘요 ㅠㅠ진짜 제발아라알알
  김현호,롤 이나 겜하면서 들으면 안대는 곡 1위.... 이노래 듣고 있으면 다딸수있을꺼 같은데 현실은....
  김원식과딥키스,라이브가 더좋아 ㅠ
  C.C,0:11
  결혼하지마?,훅이 너무 멋지지 않음?? 예루살렘의 종소리와 로마 기병대의 합창이 들리네내 거울과 검과 방패가 되어주오이방의 내 선교사들이여 말로 설명할 순 없지만 성 베드로가 내 이름을 부르진 않겠지 진실함은 존재하지 않네내가 통치하던 그때처럼
  emily you,고음불가
  현지훈,영국은 내뱉는걸 잘한단 말이지
  Changhwan Koh,토요일도 갈 생각을 못하고 일요일만 가다니 ㅠㅠ
  핸드크림,나중에 밴드 영화화 하면 밑바닥부터 고생하고 나서 성공 한 후의 영상으로 넣으면 엄청 감동일거같아 불후의 영상이다 뭔가 치료제 같아요 이거보면 기분이 시원해지고 좋은 하루를 보내게 됨 ️
  앙프리카,저런 무대에 주인공이면 얼마나 짜릿할까
  Michaella K,로마 기병대의 합창 이런 말은 어떻게 생각해내지?????? 캐신기
  장쥐환,그 댓글 어디갔냐 2:07 누나는똥을싸 냄비에~
  내가 더 귀여움,이 영상으로 콜드플레이 맴버들 얼굴 다 외움
  수민 이,2:07 누나는 똥을싸~ 냄비에
  엠씨발치몽,나중에 퀸으 보헤미안 랩소디처럼 콜드 플레이의 비바라 비다가 영화로 나오면 좋겠다
  moranzzang,우리나라는 왜 저런 가사를 쓰지 않을까? 뭐 거창한 철학적 사유나 형이상학적 고찰 이런걸 떠나서 마치 영웅서사시 같은 신화적 표현같은거 얼마든지 공감할 수 있지 않나? 아니면 우리나라 작사가들이 인문학 공부가 빵점인건가?
  moon pe,줫나 이 노래 들으면 몰락한 왕(의검) 된 것 같고 자존감 올라감 ㅎㅎ..
  노태욱,왜 북얘기만해 ㅋㅋ
  ㅎ,0:13 ???: 희생할 내 팔을 위해 애도의 박수를...
  띵곡,댓글이 제일 오글거리는 노래
  yumy tu,이노래 들으면 다음에 바로 adventure of a lifetime 노래 자동재생돼 ㅋㅋㅋ내한 갔다온 분들은 알거임 ㅋㅋㅋㅋㅋㅋ
  Taebin Jang,이 노래의 비트 잘 들어보면 롤박사 해도리의 전용 비트
  조성준,내년에 수능보는 03년들에 성지가 된다
  Man,2:08 누나는 똥을싸 냄비에~
  앙스타,오케 합주때문에 듣기 시작했는데정작 연습은 안하고 듣기만한다...(?)
  Myeongjo Kim,ㅋ ㅋ ㅋ ㅋ ㅋ
  뭔가 변화가 필요해,뭔가 천국가서 예수님이 옛날 이야기 해주면 이런 느낌일것 같음...
  쿠스헤,5일 철야 밤샘 작업하고 마지막날 창밖에 경복궁보면서 들으니까 눈물날꺼같다..  다 부질없는짓같네 ㅅㅂ
  빼애앵ᄀ,와 나이거 19만때부터 봤는데 언제400만됨ㅋㅋㅋㅋㅋ
  JY,"정말 콜드플레이는 내 생애 최고의 그룹이고 앞으로도 그럴꺼여요~~ 콘서트를 꼭 가야하는데 다시 한국에 오길 기원합니다!! 새 앨범은 언제 또 나오려나,,, "
  헤이엔젤,콜드플레이와 같은 시대에 사는 것 그래서 그들의 무대를 볼 수 있다는 건 ㅠㅠ 정말 영광이야ㅠㅠ 이 무대는 봐도 봐도 최고ㅠㅠ viva ra vida자체가 없던 힘도 생기게 되는 노래임 ㅠㅠㅠㅠㅠ
  올해도탈케는글렀다,가슴이 웅장해진다..
  재이Jay,콘서트의 열기는 진짜 언제 봐도 힘이 난다
  최종원,가슴이 웅장해진다
  소연 갓,저 이거 첼로로 연주회 때 연주하는데 괜찮겠죠? ㅎㅎ
  민&관,진짜 질리지 않는... 질릴 수가 없는 노래
  성이~~,넘 멋있습니다 가사도 문학적이고 이런가사를 담은 노래인줄은  역시 콜드플레이 입니다 존경하는
  루다,이거 보러올때마다 소름돋네
  이ᄉᄒ,예전에 이 띵곡 찾으려고 몇년이나 고생하고 처음 풀버전으로 들었을때 느낌 장난 아니였는데 다시 들어도 너무좋네..
  ㅇ,진짜 가사가 소설 같네
  하하,조회수 1000만 ㅊㅊ
  김가가,"노래의 경이로움은 진작에 알고있었지만,가사가 이렇게 아름다웠던가 하며 잠시 생각에 빠졌다.예전 영어공부할때 나혼자 콜드플레이의 가사를 번역하곤 했는데내 지식과 견문이 한참 미달된 상태에서 노래를 들었다는 사실에안타까웠다.진짜 갓 번역이십니다.대단하십니다 하오체 사용을 이렇게 외국노래에 멋드럽게 적용하신다니 부러울따름."
  한계령,별다른 고음없는 노래지만 웅장하다..
  느린굼벵,"누군가 그랬지 이 노래는""라때는 말이야""를 간지나게 설명하는 노래라고. 여기 어디 댓글이 있을껀뎅"
  냠,21세기에서도 영국에서 최고의 음악밴드가 나온다는 걸 인증 시켜줬다..
  안지선,현장에서 보고싶다
  섹시코만도,1:05 아 ㅋㅋㅋㅋㅋ 이 분 왤케웃기냐 ㅋㅋㅋ ㄹㅇ 봐달라는거 같네 ㅋㅋㅋㅋ
  psp,진짜 음악으로 심장을 뛰게 한다는게 뭔지 알게 해준 노래
  a little boy just,아니네요 먼지 알아냇습니다 카이사르 헤롯 아니면유력한후보로는 루이14세인가 프랑스 혁명때문에 돌아간왕인거같네요 그사람을로마에 비유하여 표현한거같네요은쟁반(사도요한 머리)= 루이14세 교수형여러요소가 더포함되어잇는거같네요
  YS,"노래 나온지 11년이 되었지만 여전히 환상적이다,,"
  진경이,오늘만 5번은 들은거 같다... 라이브 맞나?오호오오오~~~~콜드플레이 콘서트 가서 떼창 한번 해보면 소원이 없겠다~ㅠ
  김동현,"술 먹고 듣는데 왜  벅차오르는지 ,,"
  위드미,이런 가사와 곡을 쓸수있다는 창의력이  진짜 신기하고 소름돋는다
  석진,1:05 그만큼 신난다시는거지
  김태연,0:30 1:180:30 1:18 아 낰ㅋㅋㅋㅋㅋㅋ나 이거 치는 사람 왤캐 웃기냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나만그럼ㅋㅋㅋ?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저거 쿵쿵쿵치는뎈ㅋㅋ시강ㅋㅋㅋ쩔었닼ㅋㅋㅋㅋㅋㅋ
  psp,이노래는 황홀하다는 표현이 절로 나온다 음악이 사람의 감정을 들끓게 한다 콜드플레이 영원하길 
  전요한,도입부부터 영원히 기억될 명곡에 가사는 볼수록 너무멋짐
  이쁜정은,다시들어도소름
  j,"이런 가사였구나.. 떼창할 수 있는 저 부분이 되게 두근거리게 만들고 인상 깊어서 찾아봤는데, 가사도 참 좋다"
  변화영,세상이 아름다워 보인다
  언명,진짜 저런데서 공연 한번 하면 기분 이상할것 같다
  이종섭,이 노래를 들을 때 마다 마음 한구석에서 무언가가 끓어오르면서 자신감 만땅됨 ㄹㅇ....
  에공공ego,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to own I used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old King is dead, long live the KingOne minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sand I hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you'd gone there was neverNever an honest wordAnd that was when I ruled the world It was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king? I hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world I hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
  그래그리쉽지는않겠지나를허락해줄세상이란,그만큼 힙하시다는거지~
  A K,와아아아...가사부터 어느 시대를 표현하는지 알겠네요...
  이희원,우리는 끌어오를때가 언젠가는 온다 그때 이노래를 들어보자
  이승민,내일 수능인데 자신감 얻으려고 들어왔다
  SB,와 진짜 수천만명의 관객들이 자신들이 만든 노래를 떼창하고 있으면 소름 돋아서 눈물 날듯.....
  노보보노,영국사람들은 음식을 안먹게되니까 밥먹을 시간에 노래만하셨네
  최성,진짜 최고 라이브도 짱이었어요
  후히_,이노래가 갓곡인 이유는 가사를 다른것들로 바꾼다해도 안어색할거같은 멜로디인듯. 가사가 우정이든 사랑이든 추억이든 뭐로 바뀐다고 생각해도 전체적인 멜로디가 10년전거인데도 좋아.
  이상훈,코로나 끝나고 내한 한번만 더 해주라 내 영혼을 갈아 넣을께 ㅠ
  연이,이 곡은 처음 나올때 부터 너무 좋음!!
  메이,2021년 또 들으러 왔습니다.
  소정,가사만 보면 하느님인줄
  kk n,너무 걍 와... 이런 노래가 다시 나올수나 있을까
  푸름,우리나라도 락 장르가 더 대중화 됐으면 좋겠다
  쩡아,듣고 있나 현대 보고 있나 현대 당장 콜드플레이 모셔와랏!!
  김정환,이정도면 반주나올때 함성도 정식음원에 넣어야된다
  J H,인류애 떨어질때 한번씩 보러오는 영상.
  이유림,2020에 다시보니까 사람들 다닥다닥 붙어있는거 신경쓰임 ㅋㅋㅋㅋ '저러면 코로나 걸릴텐데' 이생각만 노래들으면서 100번은함 ㅅㅂ ㅋㅋㅋㅋ
  민경빈,진짜 오~워워어~  할때마다 소름돋게 쩐다
  서옐낭자 [ 서블리분들 ],몇년도 공연인가요?관객 가수 모두 즐기고 하나가 되는 공연이네요어쩜 이런 훌륭한 노래를 만들수 있지~~
  신토불이 일만보 땡초소주 우덕기TV,덕분에 좋은 음악 발견멋집니다 오늘 구독 좋아요 눌렀어요 제 유튜브
  얌얌굿,진짜 죽기전에 콜드플레이의 라이브 보는게 꿈이다 진짜 딱 콜드플레이 노래를 들으면 소름이돋고 신나고 몽환적임
  룡공,저거 한국이면 떼창하고 난리났을것 같은디
  뮤직 박스Music Box,이 영상을 보면서 느낀점:음악은 무섭다.
  춤춰서빼는살덩어리,정말 가사가 ;; 생각하면 생각할수록 천재다그냥 콜드플레이는...
  헤르메스,혼자 집에서 헤드셋 끼고 이거 의자에 앉아서 오오오~~~하면서 뛰면옛날엔 쟤가 왜 저럴까 했는데 요즘엔 다같이 이어폰 꼽고 뛴다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  wiker,21세기에 나온 노래중 손에꼽을수 있는 최고의 노래
  익명,"영상의, 정확히 말하면 무대의 색감이 정말 아름답네요"
  김호이,
  천예찬,최고다 리얼...소름이 돋는다
  magicpuppetride,people couldn't believe what i've become 이 어떻게 저렇게 번역되지
  박가든,내한 또 와주세여... 내가 콜드플레이때문에 현대카드 만들었었는데...
  hmm,보컬은 음원이 더 좋은데 악기의 입체감이 라이브가 넘사벽이네 ㄹㅇ루
  박예은,"유튜브에 이런 느낌 나는 영상 없을까요 ㅜㅜ 공식 라이브 영상이라고 해야되나 ?? 엄청 큰 무대에서 라이브하는데 고화질영상이구 락밴드공연인 영상이요 ,,, 이 영상보고 너무 심장이 뛰네요 ㅜㅜㅜㅜ"
  rose,고마워요
  XLR 8,콜드 플레이가 존재하는 세상에 태어나서 행복하다
  diahat jo,인생만세라..슬프다
  ๑수나,콜드플레이 이제 관중있는 콘서트 안합니다 영상으로 즐기세요..
  william jung,A beautiful song ever heard
  헤엄헤엄,와 저렇게 뛰는데 음정 흔들림이 1도 없네 대단하다 그리고 북소리 잘 들려서 개좋다
  진아_ღ,코로나 끝나면 또 내한 해주삼~ㅠㅠㅠ
  뚜살,음원보다 라이브가 훨씬 좋네...
  Swe,ㄹㅇ 지구인 행군곡같네 ㅋㄱ
  주,4/28 오늘 강원도에 입대하게 되었습니다 몸 건강히 잘 다녀오겠습니다
  전민경,"들을 때마다 설레는 노래는 이 노래가 유일 ,,,,,,"
  마시마로,이게 밴드지 한국 아이돌시장 갑자기 록먹히니까 어설픈애들 대리고하는거 하나도 안신난다
  유은,아니 진짜 어쩜이렇게 가사를 잘지었지 이 가사만 보면 적어도 콜드플레이 국어 100점이다
  O보름,와 이 노래 학교에서 영어시간때마다 들려줬는데.. 지금 들어도 좋구만
  김루루,북치기도 힘든데 종도 쳐.. 미쳤나..
  장광현,와 역시 이노래는 듣고 또 듣다보면 소름이 올라와 전율이 흘러서 뭐든 해낼수있을것같아서
  ᄋᄋ,똘러코스터 콘서트 영상에서 봤던 북치는 머머리 드디어 찾았다 내가 찾던 사람 뜨겁게 안아주고 싶어
  e dide,2:11 손한번 맞고 소리지름과 동시에 쿵한번 끊겼어야 꿀잼인데
  뽈롱,진짜 콜드플레이 공연 진짜 너무 가고싶다
  이상제,이 노래를 들으면 뭔가 자신감이 생기고 뭐든지 다 할수 있을것 같은 느낌이 듬..
  개미더듬이풍차돌리기,앤마리 2002 본 다음엔 이거 보러 와줘야 되거든 ㅋㅋ
  쓰호,영국 노래 특유의 웅장함이 가슴을 쿵쿵치네
  K Yujin,이 정도 사람이 모이면 다들 숨만  쉬어도 장난이아닌데 휴.....코로나끝나고 언제
  추이,집에 북이랑 종있는 아이들은 전부 치워라 안그럼 미친듯이 따라 치다가 부모님한테 조낸 터진다
  왕대박이다,정말 멋지다
  장원빈,이거 관객들 함성소리도 음원에 넣어줬으면좋겠음...
  하현우,그댓글 어디감...원곡 비디오에 인생이 영화라면 이곡이 엔딩곡이다. 라던 그댓글 어디감
  W성준,언제나 봐도 소름돋는구나....
  Ins,나는 황석희씨 번역 감성이랑 잘 안 맞아서 그런가 너무 독식해서 별로임.. 특히 본 투 비 블루때 가사.. 그리고 이 노래 진짜 좋아하는데 가사집중해서 들으면 코카시안인게 너무 찐하게 느껴져서 감동 짜게 식음ㅠㅠㅋㅋㅋㅋ....
  씹덕유튜브,요즘애들이 콜드플레이를 틀딱노래라고 해서 놀랐다 ㄹㅇ
  SEX가 아니라 JAX다,이 노랜 진심 신이 쓸 명곡이다
  우치하 마다라,저기선 공항도둑도 재밌어할듯
  H _,"팝송은 유명한 노래가 우리 나라처럼 사랑,이별만이 아니라 여러가지여서 좋다"
  우아,진짜 갓띵곡
  김상훈,힘들어서 또 찾아옴
  권영익,락밴드에서는 정말 나오기 힘든 명곡이네요!  그냥 감동과 아름다운 곡!  가사는 정말!  예술!
  ha ja,2:11 ㅋㅋ 북치는 사람 놀라고 콜드플레이 웃는거봐
  벨라냠,아직도 듣는분은 조심스럽게 당근을 흔들어주세요
  이다니엘,이 노래가 나의 영감이 되었습니다 감사합니다
  쟌나비,저절로 소름 돋고 나도 모르게 뛰고 싶어진다...진짜 소름이야
  정아아,라이브가 음원보다 좋네 ^^ㅣ발
  킴봉봉,내 인생 버킷 리스트 콜드 플레이 콘서트 가는것! 영상에서만 느끼는 소오름 말고 실제로 소오름 느끼고 싶네
  토마토마토,나만 아아아아 할때 기분좋냐?
  curie 132,저는 지금 이노래를 들으면 사회 깜지를 쓰고있습니다 마치제가 역사의한장면을 쓰고 있는거 같긴 개뿔 선생님 이건 에바잖아요 너무 길어요
  크림소스,진짜 매번 들을때마다 경이롭고 웅장하다... 내가 왕이 된것만 같은...
  응더럭덕쿵덕,나이 30을 넘기고서부터는 새로운 음악을 듣기보다는 예전에 들었던 음악을 찾아 들어었는데 요즘 수퍼밴드에서 콜드플레이 음악 많이 나오길래 나에게는 새로운 이들의 음악을 찾아 듣는데요 이 사람들 노래는 장르로 구분 지을 수 없는 콜드플레이 자체가 하나의 장르 같군요
  hyun bae choi,멕시코 국민화가 프리다 칼로의 마지막 인생이야기 인생이여 만세 #FridaKahlo
  Singularity,17년 내한 가서 실물 바로 앞에서 본 내 인생이 레전드다
  아이언이하,가수 40 관중 4080점 만점입니다 손님
  정혜숙,코로나..........(이젠 마스크 벗고 있는거 적응 안됨)
  햇피한햇피나루,이노래 너무 좋와 ㅠㅠ
  가l,뭐냐 이거 하이라이트 부분 우리 학원쌤 벨소린데 처음엔 뭔지모르고 보다가 하이라이트부분가서 ㅇ...? 하고 봤네 ㅋㅋㅋㅋㅋ
  undercovervigilante,흥분되는 황홀한 시작과 잘 어울리는 노래
  WooSeok Choe,너무 좋아요
  5후드티,2:11 장난기 발동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  숨뜨,언제 이걸 라이브로 들어보려나...ㅠㅠㅠㅠㅠ
  꽁기깅강,와 저 북치는 아저씨 동질감 느끼네
  형독돌아와,이노래 찾으려고 찬양노래 팝송찬양 이런거 치다가 로마노래 치고 이거 찾음ㅋㄹㅋㄹㅋㅋ
  たま,10년전에 나왔다는게 믿기지않네영국 밴드하나만큼은 쩌러주는고만
  김뽀뽀,너무좋아서 하루에 한번씩은 꼭 들으러온다...
  블루문,퇴사후에 들으니 짜릿하네..
  한계령,고음은없지만 웅장하다
  안철수가희망이었다,내한공연 못간게 아직도 한인 1인
  Alex Song,초딩때 마크 노래 있었는데ㅋㅋㅋ 추억이노
  Waiie Ha,팔 겁나 아프겠다... 개멋있엄ㅠㅠㅠ
  나는권영우임,실제 이탈리아 유적가서 이노래 들으면 전율쩔어서 심장터질듯
  노란색친구,이걸로 유튭 딱상 했겠네
  A kind man,가사 몰라도 와닿는 신기한 노래
  ᅡᅡ나우,종 두들기는 거랑 북 두들기는거 생각나서 오게된다
  로얄Martin,내가 먼가 옛날에 통치했던적이 있는 것 같다.
  라즈베리,갓갓 콜드플레이 사랑합니다
  psd,내 인생이랑 ㅈㄴ 비슷하네위에 있다가 나락으로 떨어졌네...
  Jaden,시공의 폭풍은 정말 최고야!!!
  박정태,저게 10년전 노랜게 소름이다..
  준수,북치는 사람 딸근 장난 아닐듯ㄷㄷ
  이준희,기분 우울할떄 들으면 컨디션 개좋아짐 ㅇㅈ??
  박소영,2021에도 들어요
  지민김,1:05초 남자 표정 ㅋㅋㅋㅋㅋ
  A B,3:31초 뒤에 나오는 ' 로마 기병대의 합창이 들리네 ' 이 가사 마치 떼창 따라부르는 관객들 같음... ㄷㄷ!!!
  유느복음,요즘 이노래만 계속 듣는중 10년뒤 30년뒤 들어도 촌스럽지 않을노래
  태환,라이브를 더 잘 부르는것 같냐 ㅋㅋㅋ
  Hyejin Joo,이 노랠 들으며 파리 루브르 미술관에서 들라크루아의 ‘민중을 이끄는 자유’란 그림을 보던 때의 감격을 잊을 수 없네요.
  fff,이게 정확히 뭐냐면 에난티오드로미라는 심리학현상을 가사로 만든거야. 이건 한국사람들 절대 이해못해. 에난티오드로미가 뭐냐면 조커라는 영화에서 보면 조커가 거울앞에서 춤추고나서 내형에서 외형으로 변하잖아 성격이. 그거야. 이거 이해하려면 갱년기 정도는 체험해야돼
  이준원,처음들었을때 : 명성에비해서 좀 별론디? 좀 웅장하긴한데.....2주뒤: 우어어어우웡어ㅓㅓㅓ~~
  후아유,가사 하나도 못 알아들어도 뭔가 신나고 행진해야 될것 같고 신기하다.
  혜인,콜드플레이 내한하면 꼭 가서 이 노래 부르며 울거임 ㅠㅠㅠ
  노나,북 치고있는 아져씨는 얼마나 팔이 아플까?
  첫눈오면고백할게,퀸의 보헤미안 랩소디처럼 콜드플레이도 후엔 영화로 나왔음 좋겠다
  10월의 보석,저거 북치는거 ㅈㄴ 쉬워 보이는데 신나서 텐션올라가서 더 빨리치거나 함성소리 같은게 박자 엄청 깨는데 저거 유지하면서 계속 치는거 ㅈㄴ 어렵
  언언,"2:10 ""멀티플레이"""
  조형기,아니 구경하는사람들도 왜케 노래잘함..
  Mashmello,2021 설날 연휴입니다 생존자는 손을 들어주세요
  김응구,"와 이거 영상미 미쳤다 진짜,,,,"
  lurker,어제부터 1시간마다 보러온다 미띤 띵곡
  퍄퍄퍄,초딩때 마크로 이 노래 알아서 마크 노래로 알았는데
  최종인,이 라이브 영상은 모든 밴드 키드들의 꿈이지
  김준기,마틴 떡대 개쩐다;;; 어깨 다부진 거 보소
  이성찬,유이가하마 유이 사랑해
  허원,한번 듣는 순간 ....대박
  이지호,뭔가 있다 이노래는 항상 들을때마다 가슴이 미친듯이 뛴다
  라라랜드,이제 겨울이 끝나가네요
  루미sky,역시 내 음악의 고향
  야곱의계단,30호 이승윤의 모습이 중간에 잠깐 보인다. 앞으로 심장박동수 메트로놈의 노래는 반칙이므로 작곡금지.
  박민균,아직 듣는 인간??
  이정재,내한 한번만더해주세요.. 비바라비다 떼창은 ㄹㅇ 잊을수가없어요 형님들..
  재롱팬28호,어려서부터 맛없는 걸 먹고 커야 음악을 잘 하게 된다는 게 학계의 정설
  ㅇㅇ(211.36),빛석희
  노주은,"아니 듣자마자 소름돋는건 뭐야,,"
  딥플로우Deepflow,조오오오오오오옿다
  s젤로,2:11 타이밍 못맞췄으면 ㅗㅜㅑ...
  김춘삼,노래 미쳤누;;;;
  ᐛ 돈까스윙스,감기놀이 다시 내한 와라아아아아악
  웨이,진짜 영화같이 잘찍었다
  happy,계속 폴짝폴짝 뛰어다녀서 그런갘ㅋㅋㅋ..역시 음원으로 듣는게 낫구나
  Benjamin K,ㅠㅠㅠ재앙의  시대 종말을 기대할께요
  다하원,영상으로도 소름이 듣는데.... 와
  남탓하는 우리미드,평소 1일 7딸이면 이노래 드럼 마스터 가능
  만두,1:05 이분 뭐얔ㅋㅋㅋㅋㅋ
  박지성,이 영상을 몇 번 보는지 모르겠네요..볼때마다 더 좋음
  Muapi,"인류 3대 명곡  : Bohemian Rhapsody, Stairway to Heaven, Viva La Vida"
  내가좀핫핫핫또lick을쏟아대,왜 이리 뚝 뚝 끊어서 부르는 거임
  얼굴오함마로쳐주셈내,와 이게 10년전 노래라고? ㅋㅋ 진짜미친다 ㅋㅋ
  맨사과,이제 곳 1400만
  James Lee,그래서 가사내용이 뭐여?? 한 나라의 왕이 자기주권 잃었다가 다시찾았는데 지키고싶은데 현실은 아니라 씁슬하다라는내용이여?
  핑구임돠,팝송 듣다보면 내한공연 하면 가서 목 쉬도록 때창 해보는게 소원...
  young young,"이여앙은 언제봐도 좋음,,,"
  니꾸니키,선교사 아니고 용병아닌가
  김연성,3:13부터 진짜 전율생기네
  어쩌라고,내한 와줘..... 현대 왜 그랬어..
  지붕위에 고양이,김정은: 내래 빵댕이의 전율이 느껴지는 구만동무: 수령동무 그러다가 의자 부서집네다
  안녕하세요,확실히 외국 노래가 주제가 다양하다우리나라는 대부분장르에서의 주제는 사랑 단 하나인데
  김창현,아쿠아맨을 보고 이영상을 봤는데 문어드러머가 생각났다
  하하,처음들어본 노랜데 신나네요  !
  정승환,독재자를 노래하며 사람들과 공감하고 뛰어놀고 꿈을 꾸는 아이러니.음악의 힘이란..
  H Kim,크리스마틴 병신같지만 섹시해 ㅠㅜ
  최태욱,요즘 군대때문에 힘든데 이거 듣고 힘내야겠다
  이름,‘음식을 포기하고 음악을 선택한 나라’ 라는 댓 있었는데 어디있지
  NAVIL,3:14 마약을 왜 하는거야? 이게 마약인데
  rhwjshfehej agdhejas,북치는거 개멋있누ㅜㅜ
  퍼랭스,몰락한왕의 스토리가 느껴지는 노래중1곡
  박진규,브라질리언들 진짜 화끈하다
  B Butler.,어디선가 들어본 노래 탑 10에 들듯.
  co ke,한국에 오면 더 잘할 자신 있는데
  한국어 잘 몰라요,현시간 2021년 1월12일 생존자님들 손좀 들어주십쇼..
  KK K,북? 치는사람 대단하시다..나였다면 막 호우~! 아 예이~예 baby~ 하면서 막 박자 다 틀리고 그럴텐데...다들 대단하당!!!!!!
  또리,노래도 완벽한데 영상미 죽인다.......
  우현지,저번에 이런 댓글 있었는데 어디갔지 이거 듣다가 노래 원곡은 허전해서 못 듣겠다고
  집사랜선,1일 5영상이야...개좋아
  ¡{•_•}¿성,1:05 이거 보고 터져버렸다
  카네,아직도 보고있는사람 흔적 ㄱㄱ
  정문수,티케팅 짤렸을 때 분노와 좌절.......아직도 잊지 못하네.......때는 바야흐로 2년전......
  오세라,와 진심 목소리 쩔고 멜로디 쩔고 라이브 쩔고 중독성 쩔고 가사 쩔음️
